country;year;sex;age;suicides_no;population;suicides/100k pop;country-year;HDI for year; gdp_for_year ($);gdp_per_capita ($);generation
Bahrain;1998;male;5-14 years;0,00;58.935;0,00;Bahrain1998;; $6.183.776.596,00 ; $11.325,00 ;Millenials
Bahrain;1998;male;55-74 years;0,00;16.409;0,00;Bahrain1998;; $6.183.776.596,00 ; $11.325,00 ;Silent
Bahrain;1998;male;75+ years;0,00;2.423;0,00;Bahrain1998;; $6.183.776.596,00 ; $11.325,00 ;G.I. Generation
Bahrain;1999;male;25-34 years;8,00;82.791;9.66;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;Generation X
Bahrain;1999;male;35-54 years;4,00;105.903;3.78;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;Boomers
Bahrain;1999;male;15-24 years;2,00;57.914;3.45;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;Generation X
Bahrain;1999;female;15-24 years;1,00;49.631;2.01;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;Generation X
Bahrain;1999;female;25-34 years;1,00;52.339;1.91;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;Generation X
Bahrain;1999;female;35-54 years;1,00;60.568;1.65;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;Boomers
Bahrain;1999;female;5-14 years;0,00;58.374;0,00;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;Millenials
Bahrain;1999;female;55-74 years;0,00;15.017;0,00;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;Silent
Bahrain;1999;female;75+ years;0,00;2.339;0,00;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;G.I. Generation
Bahrain;1999;male;5-14 years;0,00;61.554;0,00;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;Millenials
Bahrain;1999;male;55-74 years;0,00;16.810;0,00;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;Silent
Bahrain;1999;male;75+ years;0,00;2.522;0,00;Bahrain1999;; $6.621.010.372,00 ; $11.703,00 ;G.I. Generation
Bahrain;2000;male;25-34 years;16,00;86.231;18.55;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;Generation X
Bahrain;2000;male;35-54 years;10,00;112.060;8.92;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;Boomers
Bahrain;2000;male;15-24 years;2,00;59.208;3.38;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;Generation X
Bahrain;2000;female;25-34 years;1,00;53.263;1.88;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;Generation X
Bahrain;2000;female;15-24 years;0,00;50.968;0,00;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;Generation X
Bahrain;2000;female;35-54 years;0,00;64.617;0,00;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;Boomers
Bahrain;2000;female;5-14 years;0,00;60.791;0,00;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;Millenials
Bahrain;2000;female;55-74 years;0,00;15.556;0,00;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;Silent
Bahrain;2000;female;75+ years;0,00;2.394;0,00;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;G.I. Generation
Bahrain;2000;male;5-14 years;0,00;65.512;0,00;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;Millenials
Bahrain;2000;male;55-74 years;0,00;17.346;0,00;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;Silent
Bahrain;2000;male;75+ years;0,00;2.648;0,00;Bahrain2000;0,794; $9.062.906.915,00 ; $15.345,00 ;G.I. Generation
Bahrain;2001;male;25-34 years;8,00;90.920;8.8;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Generation X
Bahrain;2001;male;35-54 years;8,00;118.151;6.77;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Boomers
Bahrain;2001;male;55-74 years;1,00;17.917;5.58;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Silent
Bahrain;2001;male;15-24 years;2,00;68.309;2.93;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Millenials
Bahrain;2001;female;15-24 years;1,00;54.497;1.83;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Millenials
Bahrain;2001;female;25-34 years;1,00;55.961;1.79;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Generation X
Bahrain;2001;male;5-14 years;1,00;67.127;1.49;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Millenials
Bahrain;2001;female;35-54 years;1,00;67.856;1.47;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Boomers
Bahrain;2001;female;5-14 years;0,00;62.316;0,00;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Millenials
Bahrain;2001;female;55-74 years;0,00;15.791;0,00;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Silent
Bahrain;2001;female;75+ years;0,00;2.544;0,00;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Silent
Bahrain;2001;male;75+ years;0,00;2.694;0,00;Bahrain2001;; $8.976.207.713,00 ; $14.383,00 ;Silent
Bahrain;2002;male;25-34 years;7,00;97.288;7.2;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Generation X
Bahrain;2002;male;35-54 years;9,00;126.500;7.11;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Boomers
Bahrain;2002;female;35-54 years;4,00;71.376;5.6;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Boomers
Bahrain;2002;female;15-24 years;2,00;57.599;3.47;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Millenials
Bahrain;2002;male;15-24 years;2,00;76.442;2.62;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Millenials
Bahrain;2002;female;25-34 years;1,00;59.350;1.68;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Generation X
Bahrain;2002;female;5-14 years;0,00;63.714;0,00;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Millenials
Bahrain;2002;female;55-74 years;0,00;16.006;0,00;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Silent
Bahrain;2002;female;75+ years;0,00;2.738;0,00;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Silent
Bahrain;2002;male;5-14 years;0,00;68.596;0,00;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Millenials
Bahrain;2002;male;55-74 years;0,00;18.646;0,00;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Silent
Bahrain;2002;male;75+ years;0,00;2.755;0,00;Bahrain2002;; $9.632.155.053,00 ; $14.572,00 ;Silent
Bahrain;2003;male;35-54 years;17,00;137.287;12.38;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Boomers
Bahrain;2003;male;25-34 years;9,00;105.799;8.51;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Generation X
Bahrain;2003;female;25-34 years;5,00;63.380;7.89;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Generation X
Bahrain;2003;male;15-24 years;3,00;83.143;3.61;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Millenials
Bahrain;2003;female;15-24 years;0,00;60.298;0,00;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Millenials
Bahrain;2003;female;35-54 years;0,00;75.430;0,00;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Boomers
Bahrain;2003;female;5-14 years;0,00;65.298;0,00;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Millenials
Bahrain;2003;female;55-74 years;0,00;16.343;0,00;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Silent
Bahrain;2003;female;75+ years;0,00;2.946;0,00;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Silent
Bahrain;2003;male;5-14 years;0,00;70.584;0,00;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Millenials
Bahrain;2003;male;55-74 years;0,00;19.574;0,00;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Silent
Bahrain;2003;male;75+ years;0,00;2.831;0,00;Bahrain2003;; $11.074.822.074,00 ; $15.756,00 ;Silent
Bahrain;2004;male;55-74 years;4,00;20.717;19.31;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Silent
Bahrain;2004;male;25-34 years;19,00;116.777;16.27;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Generation X
Bahrain;2004;male;35-54 years;10,00;150.835;6.63;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Boomers
Bahrain;2004;female;25-34 years;3,00;68.052;4.41;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Generation X
Bahrain;2004;female;35-54 years;3,00;80.288;3.74;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Boomers
Bahrain;2004;male;15-24 years;2,00;88.431;2.26;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Millenials
Bahrain;2004;female;15-24 years;1,00;62.699;1.59;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Millenials
Bahrain;2004;female;5-14 years;0,00;67.313;0,00;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Millenials
Bahrain;2004;female;55-74 years;0,00;16.975;0,00;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Silent
Bahrain;2004;female;75+ years;0,00;3.126;0,00;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Silent
Bahrain;2004;male;5-14 years;0,00;73.422;0,00;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Millenials
Bahrain;2004;male;75+ years;0,00;2.924;0,00;Bahrain2004;; $13.150.166.755,00 ; $17.497,00 ;Silent
Bahrain;2005;male;25-34 years;15,00;142.375;10.54;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Generation X
Bahrain;2005;male;35-54 years;14,00;174.785;8.01;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Boomers
Bahrain;2005;male;55-74 years;2,00;27.261;7.34;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Silent
Bahrain;2005;male;15-24 years;4,00;79.928;5,00;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Millenials
Bahrain;2005;female;25-34 years;3,00;73.758;4.07;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Generation X
Bahrain;2005;female;15-24 years;2,00;64.792;3.09;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Millenials
Bahrain;2005;female;35-54 years;2,00;92.102;2.17;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Boomers
Bahrain;2005;female;5-14 years;0,00;66.362;0,00;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Millenials
Bahrain;2005;female;55-74 years;0,00;19.983;0,00;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Silent
Bahrain;2005;female;75+ years;0,00;4.389;0,00;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Silent
Bahrain;2005;male;5-14 years;0,00;69.742;0,00;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Millenials
Bahrain;2005;male;75+ years;0,00;4.063;0,00;Bahrain2005;0,816; $15.968.726.862,00 ; $19.485,00 ;Silent
Bahrain;2006;male;25-34 years;12,00;158.656;7.56;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Generation X
Bahrain;2006;female;25-34 years;5,00;80.271;6.23;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Generation X
Bahrain;2006;female;15-24 years;3,00;69.020;4.35;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Millenials
Bahrain;2006;male;55-74 years;1,00;29.960;3.34;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Silent
Bahrain;2006;female;35-54 years;3,00;100.668;2.98;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Boomers
Bahrain;2006;male;35-54 years;3,00;192.597;1.56;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Boomers
Bahrain;2006;male;15-24 years;1,00;86.090;1.16;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Millenials
Bahrain;2006;female;5-14 years;0,00;68.590;0,00;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Millenials
Bahrain;2006;female;55-74 years;0,00;21.363;0,00;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Silent
Bahrain;2006;female;75+ years;0,00;4.915;0,00;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Silent
Bahrain;2006;male;5-14 years;0,00;71.974;0,00;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Millenials
Bahrain;2006;male;75+ years;0,00;4.439;0,00;Bahrain2006;; $18.505.053.191,00 ; $20.826,00 ;Silent
Bahrain;2007;male;25-34 years;14,00;176.938;7.91;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Generation X
Bahrain;2007;male;35-54 years;13,00;212.426;6.12;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Boomers
Bahrain;2007;male;55-74 years;2,00;32.965;6.07;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Silent
Bahrain;2007;male;15-24 years;5,00;92.875;5.38;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Millenials
Bahrain;2007;female;25-34 years;3,00;87.472;3.43;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Generation X
Bahrain;2007;female;35-54 years;2,00;110.173;1.82;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Boomers
Bahrain;2007;female;15-24 years;1,00;73.617;1.36;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Millenials
Bahrain;2007;female;5-14 years;0,00;70.861;0,00;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Generation Z
Bahrain;2007;female;55-74 years;0,00;22.872;0,00;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Silent
Bahrain;2007;female;75+ years;0,00;5.497;0,00;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Silent
Bahrain;2007;male;5-14 years;0,00;74.222;0,00;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Generation Z
Bahrain;2007;male;75+ years;0,00;4.852;0,00;Bahrain2007;; $21.730.000.000,00 ; $22.524,00 ;Silent
Bahrain;2008;male;25-34 years;21,00;196.832;10.67;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Generation X
Bahrain;2008;male;35-54 years;13,00;225.866;5.76;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Boomers
Bahrain;2008;female;15-24 years;3,00;76.246;3.93;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Millenials
Bahrain;2008;male;55-74 years;1,00;35.879;2.79;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Silent
Bahrain;2008;female;35-54 years;3,00;115.468;2.6;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Boomers
Bahrain;2008;female;25-34 years;2,00;93.449;2.14;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Generation X
Bahrain;2008;female;5-14 years;0,00;72.955;0,00;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Generation Z
Bahrain;2008;female;55-74 years;0,00;24.495;0,00;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Silent
Bahrain;2008;female;75+ years;0,00;5.191;0,00;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Silent
Bahrain;2008;male;15-24 years;0,00;96.458;0,00;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Millenials
Bahrain;2008;male;5-14 years;0,00;76.617;0,00;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Generation Z
Bahrain;2008;male;75+ years;0,00;4.654;0,00;Bahrain2008;; $25.710.877.660,00 ; $25.106,00 ;Silent
Bahrain;2009;male;35-54 years;14,00;242.558;5.77;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Boomers
Bahrain;2009;male;25-34 years;9,00;222.448;4.05;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Generation X
Bahrain;2009;female;25-34 years;4,00;99.580;4.02;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Generation X
Bahrain;2009;male;15-24 years;4,00;102.256;3.91;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Millenials
Bahrain;2009;male;55-74 years;1,00;38.002;2.63;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Silent
Bahrain;2009;male;5-14 years;2,00;79.180;2.53;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Generation Z
Bahrain;2009;female;35-54 years;2,00;118.835;1.68;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Boomers
Bahrain;2009;female;15-24 years;0,00;80.832;0,00;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Millenials
Bahrain;2009;female;5-14 years;0,00;75.122;0,00;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Generation Z
Bahrain;2009;female;55-74 years;0,00;25.915;0,00;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Silent
Bahrain;2009;female;75+ years;0,00;4.103;0,00;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Silent
Bahrain;2009;male;75+ years;0,00;4.091;0,00;Bahrain2009;; $22.938.218.085,00 ; $20.988,00 ;Silent
Bahrain;2010;male;35-54 years;8,00;252.232;3.17;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Generation X
Bahrain;2010;male;25-34 years;6,00;235.591;2.55;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Generation X
Bahrain;2010;male;55-74 years;1,00;41.999;2.38;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Silent
Bahrain;2010;female;35-54 years;2,00;125.709;1.59;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Generation X
Bahrain;2010;female;15-24 years;1,00;80.571;1.24;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Millenials
Bahrain;2010;female;25-34 years;1,00;104.368;0.96;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Generation X
Bahrain;2010;female;5-14 years;0,00;77.140;0,00;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Generation Z
Bahrain;2010;female;55-74 years;0,00;27.834;0,00;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Silent
Bahrain;2010;female;75+ years;0,00;4.625;0,00;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Silent
Bahrain;2010;male;15-24 years;0,00;103.388;0,00;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Millenials
Bahrain;2010;male;5-14 years;0,00;81.414;0,00;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Generation Z
Bahrain;2010;male;75+ years;0,00;4.289;0,00;Bahrain2010;0,819; $25.713.271.277,00 ; $22.572,00 ;Silent
Bahrain;2011;male;15-24 years;3,00;101.695;2.95;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Millenials
Bahrain;2011;male;55-74 years;1,00;43.883;2.28;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Boomers
Bahrain;2011;female;25-34 years;2,00;98.138;2.04;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Millenials
Bahrain;2011;male;25-34 years;4,00;220.691;1.81;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Millenials
Bahrain;2011;male;35-54 years;4,00;242.955;1.65;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Generation X
Bahrain;2011;female;35-54 years;2,00;123.582;1.62;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Generation X
Bahrain;2011;female;15-24 years;1,00;75.788;1.32;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Millenials
Bahrain;2011;female;5-14 years;1,00;77.270;1.29;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Generation Z
Bahrain;2011;female;55-74 years;0,00;29.140;0,00;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Boomers
Bahrain;2011;female;75+ years;0,00;4.742;0,00;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Silent
Bahrain;2011;male;5-14 years;0,00;81.209;0,00;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Generation Z
Bahrain;2011;male;75+ years;0,00;4.369;0,00;Bahrain2011;0,817; $28.776.595.745,00 ; $26.078,00 ;Silent
Bahrain;2012;male;25-34 years;11,00;237.133;4.64;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Millenials
Bahrain;2012;male;35-54 years;6,00;268.027;2.24;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Generation X
Bahrain;2012;female;25-34 years;1,00;110.796;0.9;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Millenials
Bahrain;2012;male;15-24 years;1,00;111.603;0.9;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Millenials
Bahrain;2012;female;15-24 years;0,00;81.091;0,00;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Millenials
Bahrain;2012;female;35-54 years;0,00;135.976;0,00;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Generation X
Bahrain;2012;female;5-14 years;0,00;81.275;0,00;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Generation Z
Bahrain;2012;female;55-74 years;0,00;31.641;0,00;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Boomers
Bahrain;2012;female;75+ years;0,00;4.548;0,00;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Silent
Bahrain;2012;male;5-14 years;0,00;85.538;0,00;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Generation Z
Bahrain;2012;male;55-74 years;0,00;50.001;0,00;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Boomers
Bahrain;2012;male;75+ years;0,00;4.149;0,00;Bahrain2012;0,819; $30.749.308.511,00 ; $25.587,00 ;Silent
Bahrain;2013;male;15-24 years;1,00;110.064;0.91;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Millenials
Bahrain;2013;male;25-34 years;2,00;237.632;0.84;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Millenials
Bahrain;2013;male;35-54 years;2,00;269.162;0.74;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Generation X
Bahrain;2013;female;15-24 years;0,00;80.476;0,00;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Millenials
Bahrain;2013;female;25-34 years;0,00;112.513;0,00;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Millenials
Bahrain;2013;female;35-54 years;0,00;139.352;0,00;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Generation X
Bahrain;2013;female;5-14 years;0,00;82.726;0,00;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Generation Z
Bahrain;2013;female;55-74 years;0,00;33.780;0,00;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Boomers
Bahrain;2013;female;75+ years;0,00;4.859;0,00;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Silent
Bahrain;2013;male;5-14 years;0,00;86.269;0,00;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Generation Z
Bahrain;2013;male;55-74 years;0,00;53.308;0,00;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Boomers
Bahrain;2013;male;75+ years;0,00;4.351;0,00;Bahrain2013;0,821; $32.539.547.872,00 ; $26.793,00 ;Silent
Bahrain;2014;male;15-24 years;4,00;100.635;3.97;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Millenials
Bahrain;2014;male;25-34 years;3,00;237.952;1.26;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Millenials
Bahrain;2014;female;25-34 years;1,00;110.838;0.9;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Millenials
Bahrain;2014;male;35-54 years;1,00;258.922;0.39;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Generation X
Bahrain;2014;female;15-24 years;0,00;78.926;0,00;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Millenials
Bahrain;2014;female;35-54 years;0,00;139.103;0,00;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Generation X
Bahrain;2014;female;5-14 years;0,00;82.452;0,00;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Generation Z
Bahrain;2014;female;55-74 years;0,00;41.406;0,00;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Boomers
Bahrain;2014;female;75+ years;0,00;6.154;0,00;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Silent
Bahrain;2014;male;5-14 years;0,00;86.539;0,00;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Generation Z
Bahrain;2014;male;55-74 years;0,00;64.351;0,00;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Boomers
Bahrain;2014;male;75+ years;0,00;6.688;0,00;Bahrain2014;0,824; $33.387.712.766,00 ; $27.503,00 ;Silent
Barbados;1985;male;75+ years;1,00;4.000;25,00;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;G.I. Generation
Barbados;1985;male;55-74 years;3,00;13.000;23.08;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;G.I. Generation
Barbados;1985;female;25-34 years;2,00;22.000;9.09;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;Boomers
Barbados;1985;male;25-34 years;1,00;22.000;4.55;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;Boomers
Barbados;1985;female;15-24 years;0,00;26.000;0,00;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;Generation X
Barbados;1985;female;35-54 years;0,00;24.000;0,00;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;Silent
Barbados;1985;female;5-14 years;0,00;24.000;0,00;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;Generation X
Barbados;1985;female;55-74 years;0,00;19.000;0,00;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;G.I. Generation
Barbados;1985;female;75+ years;0,00;7.000;0,00;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;G.I. Generation
Barbados;1985;male;15-24 years;0,00;26.000;0,00;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;Generation X
Barbados;1985;male;35-54 years;0,00;20.000;0,00;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;Silent
Barbados;1985;male;5-14 years;0,00;24.000;0,00;Barbados1985;0,7; $1.417.575.550,00 ; $6.137,00 ;Generation X
Barbados;1986;male;35-54 years;4,00;20.000;20,00;Barbados1986;; $1.556.321.742,00 ; $6.720,00 ;Silent
Barbados;1986;male;15-24 years;2,00;26.200;7.63;Barbados1986;; $1.556.321.742,00 ; $6.720,00 ;Generation X
Barbados;1986;female;25-34 years;1,00;22.000;4.55;Barbados1986;; $1.556.321.742,00 ; $6.720,00 ;Boomers
Barbados;1986;male;25-34 years;1,00;22.000;4.55;Barbados1986;; $1.556.321.742,00 ; $6.720,00 ;Boomers
